#1:ny	2:kappa_y	3:T	4:1.abs	5:1.angle	6:2.abs	7:2.angle	8:tr.abs	9:tr.angle,	10:rho_kappa.tr
79	4.96372	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.772827
79	4.96372	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.771815
79	4.96372	0.52	1	1.56366	1	-1.56366	0.0142729	-3.26699e-13	0.771358
79	4.96372	0.54	1	1.49248	1	-1.49248	0.156469	-1.49005e-14	0.771383
79	4.96372	0.56	1	1.42474	1	-1.42474	0.291076	-6.10273e-15	0.771822
79	4.96372	0.58	1	1.36036	1	-1.36036	0.417774	-1.59448e-15	0.77262
79	4.96372	0.6	1	-1.29924	1	1.29924	0.536455	8.27822e-16	0.773722
79	4.96372	0.62	1	-1.24128	1	1.24128	0.647176	2.57323e-15	0.775085
79	4.96372	0.64	1	1.18634	1	-1.18634	0.750119	-3.84816e-15	0.776667
79	4.96372	0.66	1	-1.13428	1	1.13428	0.845561	3.8077e-15	0.778434
79	4.96372	0.68	1	-1.08499	1	1.08499	0.933842	4.87439e-15	0.780355
79	4.96372	0.7	1	-1.03832	1	1.03832	1.01534	7.65412e-16	0.782403
79	4.96372	0.72	1	-0.994125	1	0.994125	1.09047	2.03622e-16	0.784555
79	4.96372	0.74	1	0.952285	1	-0.952285	1.15965	-1.05312e-15	0.786789
79	4.96372	0.76	1	-0.912667	1	0.912667	1.22328	3.63033e-16	0.789089
79	4.96372	0.78	1	-0.875147	1	0.875147	1.28177	1.38587e-15	0.791439
79	4.96372	0.8	1	0.839606	1	-0.839606	1.33551	-1.24696e-15	0.793825
79	4.96372	0.82	1	-0.80593	1	0.80593	1.38488	1.44301e-15	0.796237
79	4.96372	0.84	1	-0.77401	1	0.77401	1.43023	1.31964e-15	0.798663
79	4.96372	0.86	1	0.743745	1	-0.743745	1.47188	-1.28229e-15	0.801097
79	4.96372	0.88	1	-0.715036	1	0.715036	1.51014	1.39684e-15	0.803529
79	4.96372	0.9	1	-0.687793	1	0.687793	1.5453	0	0.805954
79	4.96372	0.92	1	0.66193	1	-0.66193	1.57762	2.81494e-16	0.808367
79	4.96372	0.94	1	0.637365	1	-0.637365	1.60733	-6.21651e-16	0.810763
79	4.96372	0.96	1	-0.614022	1	0.614022	1.63467	-2.03751e-16	0.813138
79	4.96372	0.98	1	0.59183	1	-0.59183	1.65984	-3.34436e-16	0.815489
79	4.96372	1	1	0.570721	1	-0.570721	1.68302	5.27728e-16	0.817814

80	5.02655	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
80	5.02655	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999981
80	5.02655	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.999299
80	5.02655	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.99571
80	5.02655	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.987357
80	5.02655	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.974223
80	5.02655	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.957495
80	5.02655	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.938673
80	5.02655	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.919082
80	5.02655	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.899726
80	5.02655	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.881291
80	5.02655	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.864202
80	5.02655	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.848694
80	5.02655	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.834862
80	5.02655	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.822712
80	5.02655	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.812188
80	5.02655	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.803198
80	5.02655	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.795627
80	5.02655	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.789353
80	5.02655	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.784251
80	5.02655	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.780197
80	5.02655	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.777075
80	5.02655	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.774777
80	5.02655	0.48	1	1.71646	1	-1.71646	0.290293	-3.14159	0.773203
80	5.02655	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.772261
80	5.02655	0.52	1	1.56366	1	-1.56366	0.0142729	-2.25578e-13	0.771869
80	5.02655	0.54	1	1.49248	1	-1.49248	0.156469	-1.20623e-14	0.771953
80	5.02655	0.56	1	1.42474	1	-1.42474	0.291076	-9.53552e-15	0.772448
80	5.02655	0.58	1	1.36036	1	-1.36036	0.417774	-2.12598e-15	0.773296
80	5.02655	0.6	1	-1.29924	1	1.29924	0.536455	2.27651e-15	0.774445
80	5.02655	0.62	1	-1.24128	1	1.24128	0.647176	2.40168e-15	0.775849
80	5.02655	0.64	1	1.18634	1	-1.18634	0.750119	-3.70016e-15	0.777469
80	5.02655	0.66	1	-1.13428	1	1.13428	0.845561	3.1512e-15	0.77927
80	5.02655	0.68	1	-1.08499	1	1.08499	0.933842	4.87439e-15	0.781221
80	5.02655	0.7	1	-1.03832	1	1.03832	1.01534	1.74951e-15	0.783296
80	5.02655	0.72	1	-0.994125	1	0.994125	1.09047	0	0.785472
80	5.02655	0.74	1	0.952285	1	-0.952285	1.15965	-1.34033e-15	0.787727
80	5.02655	0.76	1	0.912667	1	-0.912667	1.22328	9.07582e-17	0.790045
80	5.02655	0.78	1	-0.875147	1	0.875147	1.28177	6.92933e-16	0.792411
80	5.02655	0.8	1	0.839606	1	-0.839606	1.33551	-1.41323e-15	0.794811
80	5.02655	0.82	1	-0.80593	1	0.80593	1.38488	1.60335e-15	0.797235
80	5.02655	0.84	1	-0.77401	1	0.77401	1.43023	1.24201e-15	0.799671
80	5.02655	0.86	1	0.743745	1	-0.743745	1.47188	-1.50858e-15	0.802112
80	5.02655	0.88	1	-0.715036	1	0.715036	1.51014	1.32332e-15	0.804551
80	5.02655	0.9	1	-0.687793	1	0.687793	1.5453	2.87381e-16	0.806982
80	5.02655	0.92	1	0.66193	1	-0.66193	1.57762	2.11121e-16	0.809399
80	5.02655	0.94	1	0.637365	1	-0.637365	1.60733	-5.52579e-16	0.811797
80	5.02655	0.96	1	-0.614022	1	0.614022	1.63467	4.07502e-16	0.814174
80	5.02655	0.98	1	0.59183	1	-0.59183	1.65984	-5.35098e-16	0.816526
80	5.02655	1	1	0.570721	1	-0.570721	1.68302	0	0.818851

81	5.08938	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
81	5.08938	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999981
81	5.08938	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.999292
81	5.08938	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.995676
81	5.08938	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.987278
81	5.08938	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.974092
81	5.08938	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.957317
81	5.08938	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.93846
81	5.08938	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.918852
81	5.08938	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.899498
81	5.08938	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.881083
81	5.08938	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.864033
81	5.08938	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.848576
81	5.08938	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.834809
81	5.08938	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.822732
81	5.08938	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.812287
81	5.08938	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.803379
81	5.08938	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.795893
81	5.08938	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.789703
81	5.08938	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.784683
81	5.08938	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.780708
81	5.08938	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.777663
81	5.08938	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.775437
81	5.08938	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.773929
81	5.08938	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.773049
81	5.08938	0.52	1	1.56366	1	-1.56366	0.0142729	-2.41135e-13	0.772715
81	5.08938	0.54	1	1.49248	1	-1.49248	0.156469	-6.38592e-15	0.772852
81	5.08938	0.56	1	1.42474	1	-1.42474	0.291076	-6.48415e-15	0.773395
81	5.08938	0.58	1	-1.36036	1	1.36036	0.417774	-5.31495e-16	0.774286
81	5.08938	0.6	1	-1.29924	1	1.29924	0.536455	2.89738e-15	0.775474
81	5.08938	0.62	1	-1.24128	1	1.24128	0.647176	3.94562e-15	0.776913
81	5.08938	0.64	1	1.18634	1	-1.18634	0.750119	-3.25614e-15	0.778564
81	5.08938	0.66	1	-1.13428	1	1.13428	0.845561	4.85811e-15	0.780393
81	5.08938	0.68	1	-1.08499	1	1.08499	0.933842	4.75551e-15	0.782368
81	5.08938	0.7	1	-1.03832	1	1.03832	1.01534	1.09345e-15	0.784464
81	5.08938	0.72	1	-0.994125	1	0.994125	1.09047	1.01811e-16	0.786657
81	5.08938	0.74	1	0.952285	1	-0.952285	1.15965	-5.74429e-16	0.788928
81	5.08938	0.76	1	-0.912667	1	0.912667	1.22328	1.17986e-15	0.791259
81	5.08938	0.78	1	-0.875147	1	0.875147	1.28177	1.29925e-15	0.793636
81	5.08938	0.8	1	0.839606	1	-0.839606	1.33551	-1.41323e-15	0.796044
81	5.08938	0.82	1	-0.80593	1	0.80593	1.38488	1.60335e-15	0.798474
81	5.08938	0.84	1	-0.77401	1	0.77401	1.43023	6.98631e-16	0.800916
81	5.08938	0.86	1	-0.743745	1	0.743745	1.47188	-1.28229e-15	0.803361
81	5.08938	0.88	1	-0.715036	1	0.715036	1.51014	1.47036e-15	0.805802
81	5.08938	0.9	1	-0.687793	1	0.687793	1.5453	2.15536e-16	0.808233
81	5.08938	0.92	1	0.66193	1	-0.66193	1.57762	1.40747e-16	0.81065
81	5.08938	0.94	1	0.637365	1	-0.637365	1.60733	-2.76289e-16	0.813047
81	5.08938	0.96	1	-0.614022	1	0.614022	1.63467	0	0.815422
81	5.08938	0.98	1	0.59183	1	-0.59183	1.65984	-2.67549e-16	0.817771
81	5.08938	1	1	0.570721	1	-0.570721	1.68302	1.97898e-16	0.820092

82	5.15221	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
82	5.15221	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999981
82	5.15221	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.999298
82	5.15221	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.995702
82	5.15221	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.987338
82	5.15221	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.974194
82	5.15221	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.957462
82	5.15221	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.938648
82	5.15221	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.919084
82	5.15221	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.899777
82	5.15221	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.881413
82	5.15221	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.864419
82	5.15221	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.849025
82	5.15221	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.835324
82	5.15221	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.823317
82	5.15221	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.812944
82	5.15221	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.80411
82	5.15221	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.796696
82	5.15221	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.790577
82	5.15221	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.785625
82	5.15221	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.781717
82	5.15221	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.778732
82	5.15221	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.776564
82	5.15221	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.775109
82	5.15221	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.774278
82	5.15221	0.52	1	1.56366	1	-1.56366	0.0142729	-2.95585e-13	0.773987
82	5.15221	0.54	1	1.49248	1	-1.49248	0.156469	-1.49005e-14	0.774164
82	5.15221	0.56	1	1.42474	1	-1.42474	0.291076	-4.95847e-15	0.774742
82	5.15221	0.58	1	-1.36036	1	1.36036	0.417774	2.65747e-16	0.775665
82	5.15221	0.6	1	-1.29924	1	1.29924	0.536455	6.20866e-16	0.77688
82	5.15221	0.62	1	-1.24128	1	1.24128	0.647176	3.25943e-15	0.778343
82	5.15221	0.64	1	1.18634	1	-1.18634	0.750119	-2.96012e-15	0.780014
82	5.15221	0.66	1	-1.13428	1	1.13428	0.845561	3.8077e-15	0.781859
82	5.15221	0.68	1	-1.08499	1	1.08499	0.933842	4.16107e-15	0.783849
82	5.15221	0.7	1	-1.03832	1	1.03832	1.01534	1.09345e-15	0.785956
82	5.15221	0.72	1	-0.994125	1	0.994125	1.09047	8.14489e-16	0.788158
82	5.15221	0.74	1	0.952285	1	-0.952285	1.15965	-1.62755e-15	0.790436
82	5.15221	0.76	1	-0.912667	1	0.912667	1.22328	1.17986e-15	0.792772
82	5.15221	0.78	1	0.875147	1	-0.875147	1.28177	5.19699e-16	0.795151
82	5.15221	0.8	1	0.839606	1	-0.839606	1.33551	-1.82888e-15	0.797561
82	5.15221	0.82	1	-0.80593	1	0.80593	1.38488	1.28268e-15	0.79999
82	5.15221	0.84	1	-0.77401	1	0.77401	1.43023	1.39726e-15	0.80243
82	5.15221	0.86	1	-0.743745	1	0.743745	1.47188	-1.50858e-15	0.804872
82	5.15221	0.88	1	-0.715036	1	0.715036	1.51014	1.17629e-15	0.807309
82	5.15221	0.9	1	-0.687793	1	0.687793	1.5453	2.15536e-16	0.809735
82	5.15221	0.92	1	0.66193	1	-0.66193	1.57762	0	0.812145
82	5.15221	0.94	1	0.637365	1	-0.637365	1.60733	-5.52579e-16	0.814536
82	5.15221	0.96	1	-0.614022	1	0.614022	1.63467	-6.79171e-17	0.816903
82	5.15221	0.98	1	0.59183	1	-0.59183	1.65984	-4.68211e-16	0.819244
82	5.15221	1	1	0.570721	1	-0.570721	1.68302	3.95796e-16	0.821556

83	5.21504	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
83	5.21504	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999982
83	5.21504	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.99932
83	5.21504	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.995806
83	5.21504	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.987581
83	5.21504	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.974602
83	5.21504	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.958034
83	5.21504	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.939366
83	5.21504	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.919926
83	5.21504	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.900723
83	5.21504	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.88245
83	5.21504	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.865535
83	5.21504	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.850213
83	5.21504	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.836579
83	5.21504	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.824635
83	5.21504	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.814323
83	5.21504	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.805545
83	5.21504	0.36	1	2.25008	1	-2.25008	1.25647	-3.14159	0.798186
83	5.21504	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.792118
83	5.21504	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.787213
83	5.21504	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.783348
83	5.21504	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.780404
83	5.21504	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.778271
83	5.21504	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.776848
83	5.21504	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.776045
83	5.21504	0.52	1	1.56366	1	-1.56366	0.0142729	-2.64471e-13	0.775778
83	5.21504	0.54	1	1.49248	1	-1.49248	0.156469	-1.561e-14	0.775976
83	5.21504	0.56	1	1.42474	1	-1.42474	0.291076	-6.48415e-15	0.776571
83	5.21504	0.58	1	-1.36036	1	1.36036	0.417774	1.06299e-15	0.777507
83	5.21504	0.6	1	-1.29924	1	1.29924	0.536455	1.8626e-15	0.778733
83	5.21504	0.62	1	-1.24128	1	1.24128	0.647176	3.94562e-15	0.780203
83	5.21504	0.64	1	1.18634	1	-1.18634	0.750119	-3.10813e-15	0.78188
83	5.21504	0.66	1	-1.13428	1	1.13428	0.845561	2.8886e-15	0.783728
83	5.21504	0.68	1	-1.08499	1	1.08499	0.933842	4.04218e-15	0.785718
83	5.21504	0.7	1	-1.03832	1	1.03832	1.01534	1.42148e-15	0.787824
83	5.21504	0.72	1	-0.994125	1	0.994125	1.09047	-1.01811e-16	0.790023
83	5.21504	0.74	1	0.952285	1	-0.952285	1.15965	-9.57381e-16	0.792295
83	5.21504	0.76	1	-0.912667	1	0.912667	1.22328	8.16824e-16	0.794624
83	5.21504	0.78	1	0.875147	1	-0.875147	1.28177	6.92933e-16	0.796996
83	5.21504	0.8	1	0.839606	1	-0.839606	1.33551	-1.91201e-15	0.799397
83	5.21504	0.82	1	-0.80593	1	0.80593	1.38488	1.68351e-15	0.801816
83	5.21504	0.84	1	-0.77401	1	0.77401	1.43023	1.24201e-15	0.804245
83	5.21504	0.86	1	0.743745	1	-0.743745	1.47188	-1.43315e-15	0.806675
83	5.21504	0.88	1	-0.715036	1	0.715036	1.51014	2.0585e-15	0.8091
83	5.21504	0.9	1	-0.687793	1	0.687793	1.5453	7.18453e-17	0.811513
83	5.21504	0.92	1	0.66193	1	-0.66193	1.57762	2.11121e-16	0.81391
83	5.21504	0.94	1	0.637365	1	-0.637365	1.60733	-3.45362e-16	0.816287
83	5.21504	0.96	1	-0.614022	1	0.614022	1.63467	2.03751e-16	0.818639
83	5.21504	0.98	1	0.59183	1	-0.59183	1.65984	-2.67549e-16	0.820966
83	5.21504	1	1	0.570721	1	-0.570721	1.68302	1.31932e-16	0.823263

84	5.27788	0.02	1	-3.14159	1	2.27194	1.81389	2.70677	1
84	5.27788	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999984
84	5.27788	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.999362
84	5.27788	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.996
84	5.27788	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.98804
84	5.27788	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.975378
84	5.27788	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.959122
84	5.27788	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.940727
84	5.27788	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.921512
84	5.27788	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.902488
84	5.27788	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.884353
84	5.27788	0.24	1	-2.8079	1	2.8079	1.88968	-3.14159	0.867546
84	5.27788	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.852307
84	5.27788	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.83874
84	5.27788	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.826849
84	5.27788	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.81658
84	5.27788	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.807838
84	5.27788	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.800507
84	5.27788	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.794462
84	5.27788	0.4	1	2.06175	1	-2.06175	0.942927	-3.14159	0.789577
84	5.27788	0.42	1	-1.97092	1	1.97092	0.779064	3.14159	0.785726
84	5.27788	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.782793
84	5.27788	0.46	1	1.79803	1	-1.79803	0.450564	3.14159	0.780667
84	5.27788	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.779248
84	5.27788	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.778446
84	5.27788	0.52	1	1.56366	1	-1.56366	0.0142729	-2.80028e-13	0.778178
84	5.27788	0.54	1	1.49248	1	-1.49248	0.156469	-1.06432e-14	0.778371
84	5.27788	0.56	1	1.42474	1	-1.42474	0.291076	-6.10273e-15	0.778959
84	5.27788	0.58	1	1.36036	1	-1.36036	0.417774	-3.18897e-15	0.779886
84	5.27788	0.6	1	-1.29924	1	1.29924	0.536455	5.17389e-15	0.781101
84	5.27788	0.62	1	-1.24128	1	1.24128	0.647176	2.40168e-15	0.782559
84	5.27788	0.64	1	1.18634	1	-1.18634	0.750119	-1.77607e-15	0.784222
84	5.27788	0.66	1	1.13428	1	-1.13428	0.845561	2.4947e-15	0.786054
84	5.27788	0.68	1	-1.08499	1	1.08499	0.933842	4.04218e-15	0.788027
84	5.27788	0.7	1	-1.03832	1	1.03832	1.01534	1.42148e-15	0.790115
84	5.27788	0.72	1	-0.994125	1	0.994125	1.09047	9.163e-16	0.792295
84	5.27788	0.74	1	0.952285	1	-0.952285	1.15965	-1.34033e-15	0.794548
84	5.27788	0.76	1	-0.912667	1	0.912667	1.22328	1.0891e-15	0.796857
84	5.27788	0.78	1	-0.875147	1	0.875147	1.28177	9.52782e-16	0.799207
84	5.27788	0.8	1	0.839606	1	-0.839606	1.33551	-1.33009e-15	0.801587
84	5.27788	0.82	1	-0.80593	1	0.80593	1.38488	1.36285e-15	0.803985
84	5.27788	0.84	1	-0.77401	1	0.77401	1.43023	1.47489e-15	0.806391
84	5.27788	0.86	1	0.743745	1	-0.743745	1.47188	-1.50858e-15	0.808799
84	5.27788	0.88	1	-0.715036	1	0.715036	1.51014	1.32332e-15	0.811201
84	5.27788	0.9	1	-0.687793	1	0.687793	1.5453	7.18453e-17	0.813592
84	5.27788	0.92	1	0.66193	1	-0.66193	1.57762	5.62988e-16	0.815967
84	5.27788	0.94	1	0.637365	1	-0.637365	1.60733	-4.14434e-16	0.818321
84	5.27788	0.96	1	-0.614022	1	0.614022	1.63467	-6.79171e-17	0.820651
84	5.27788	0.98	1	0.59183	1	-0.59183	1.65984	0	0.822955
84	5.27788	1	1	0.570721	1	-0.570721	1.68302	3.2983e-16	0.82523

85	5.34071	0.02	1	3.14159	1	2.27194	1.81389	2.70677	1
85	5.34071	0.04	1	3.14159	1	-0.759993	0.741835	-1.95079	0.999986
85	5.34071	0.06	1	3.12634	1	-3.14159	1.99994	3.13397	0.999423
85	5.34071	0.08	1	3.14045	1	-3.14044	2	-3.14159	0.99629
85	5.34071	0.1	1	-3.13551	1	3.13551	1.99996	3.14159	0.988734
85	5.34071	0.12	1	-3.12289	1	3.12289	1.99965	-3.14159	0.976562
85	5.34071	0.14	1	-3.09955	1	3.09955	1.99823	-3.14159	0.96079
85	5.34071	0.16	1	3.06394	1	-3.06394	1.99397	3.14159	0.942821
85	5.34071	0.18	1	3.0159	1	-3.0159	1.98422	3.14159	0.923952
85	5.34071	0.2	1	2.95623	1	-2.95623	1.96574	3.14159	0.905195
85	5.34071	0.22	1	-2.88634	1	2.88634	1.9352	-3.14159	0.887259
85	5.34071	0.24	1	2.8079	1	-2.8079	1.88968	-3.14159	0.870594
85	5.34071	0.26	1	-2.72267	1	2.72267	1.82706	3.14159	0.855455
85	5.34071	0.28	1	2.63239	1	-2.63239	1.74626	-3.14159	0.841954
85	5.34071	0.3	1	-2.53864	1	2.53864	1.64733	-3.14159	0.830105
85	5.34071	0.32	1	-2.44287	1	2.44287	1.53134	-3.14159	0.819858
85	5.34071	0.34	1	2.34633	1	-2.34633	1.4002	3.14159	0.811125
85	5.34071	0.36	1	-2.25008	1	2.25008	1.25647	-3.14159	0.803792
85	5.34071	0.38	1	2.15498	1	-2.15498	1.10304	3.14159	0.797738
85	5.34071	0.4	1	2.06175	1	-2.06175	0.942927	3.14159	0.792836
85	5.34071	0.42	1	1.97092	1	-1.97092	0.779064	3.14159	0.788965
85	5.34071	0.44	1	-1.88292	1	1.88292	0.614152	3.14159	0.786007
85	5.34071	0.46	1	1.79803	1	-1.79803	0.450564	-3.14159	0.783853
85	5.34071	0.48	1	-1.71646	1	1.71646	0.290293	3.14159	0.782405
85	5.34071	0.5	1	1.63832	1	-1.63832	0.13494	-3.14159	0.781571
85	5.34071	0.52	1	1.56366	1	-1.56366	0.0142729	-2.95585e-13	0.781269
85	5.34071	0.54	1	1.49248	1	-1.49248	0.156469	-1.77387e-14	0.781427
85	5.34071	0.56	1	1.42474	1	-1.42474	0.291076	-4.57705e-15	0.78198
85	5.34071	0.58	1	-1.36036	1	1.36036	0.417774	1.06299e-15	0.782871
85	5.34071	0.6	1	-1.29924	1	1.29924	0.536455	6.20866e-16	0.784049
85	5.34071	0.62	1	-1.24128	1	1.24128	0.647176	2.74478e-15	0.785469
85	5.34071	0.64	1	1.18634	1	-1.18634	0.750119	-1.77607e-15	0.787094
85	5.34071	0.66	1	-1.13428	1	1.13428	0.845561	4.0703e-15	0.788889
85	5.34071	0.68	1	-1.08499	1	1.08499	0.933842	3.80441e-15	0.790824
85	5.34071	0.7	1	-1.03832	1	1.03832	1.01534	1.74951e-15	0.792875
85	5.34071	0.72	1	-0.994125	1	0.994125	1.09047	3.05433e-16	0.795017
85	5.34071	0.74	1	0.952285	1	-0.952285	1.15965	-1.14886e-15	0.797233
85	5.34071	0.76	1	0.912667	1	-0.912667	1.22328	5.44549e-16	0.799505
85	5.34071	0.78	1	-0.875147	1	0.875147	1.28177	1.21263e-15	0.801819
85	5.34071	0.8	1	0.839606	1	-0.839606	1.33551	-1.57949e-15	0.804163
85	5.34071	0.82	1	-0.80593	1	0.80593	1.38488	1.76368e-15	0.806525
85	5.34071	0.84	1	-0.77401	1	0.77401	1.43023	8.53882e-16	0.808897
85	5.34071	0.86	1	-0.743745	1	0.743745	1.47188	-1.35772e-15	0.81127
85	5.34071	0.88	1	-0.715036	1	0.715036	1.51014	1.54388e-15	0.813638
85	5.34071	0.9	1	0.687793	1	-0.687793	1.5453	-2.15536e-16	0.815995
85	5.34071	0.92	1	0.66193	1	-0.66193	1.57762	4.22241e-16	0.818337
85	5.34071	0.94	1	0.637365	1	-0.637365	1.60733	-2.76289e-16	0.820659
85	5.34071	0.96	1	-0.614022	1	0.614022	1.63467	2.71668e-16	0.822957
