#1:m	2:T	3:1.abs	4:1.angle	5:2.abs	6:2.angle	7:tr.abs	8:tr.angle	9:rho_ky.tr
0.7	0.57	0.418579	0.710008	0.418579	-0.710008	0.634864	0	1
0.7	0.62	0.429695	0.593917	0.429695	-0.593917	0.712224	0	1
0.7	0.67	0.43876	0.496519	0.43876	-0.496519	0.771556	1.07921e-16	1
0.7	0.72	0.446231	0.413552	0.446231	-0.413552	0.817226	1.01889e-16	1
0.7	0.77	0.452449	0.34171	0.452449	-0.34171	0.85258	-6.51096e-17	1
0.7	0.82	0.457673	0.278272	0.457673	-0.278272	0.880134	3.15356e-17	1
0.7	0.87	0.462099	0.220754	0.462099	-0.220754	0.90177	3.0779e-17	1
0.7	0.92	0.465878	-0.166382	0.465878	0.166382	0.918889	1.0572e-16	1
0.7	0.97	0.469128	-0.110458	0.469128	0.110458	0.932539	4.46452e-17	1

0.8	0.02	4.24835e-18	-9.06671e-17	1	3.14159	1	3.14159	1
0.8	0.07	1.08804e-05	3.14159	0.999954	3.14159	0.999965	3.14159	1
0.8	0.12	0.00128019	3.14159	0.991573	3.14159	0.992853	3.14159	1
0.8	0.17	0.00962383	3.14159	0.922773	3.14159	0.932397	3.14159	1
0.8	0.22	0.0338035	3.14159	0.739939	3.14159	0.773742	3.14159	1
0.8	0.27	0.110024	3.14159	0.424581	3.14159	0.534604	3.14159	1
0.8	0.32	0.264771	2.09852	0.264771	-2.09852	0.266658	3.14159	1
0.8	0.37	0.30422	1.59267	0.30422	-1.59267	0.0133095	-3.14159	1
0.8	0.42	0.33583	-1.26282	0.33583	1.26282	0.203598	2.72651e-16	1
0.8	0.47	0.361128	1.0185	0.361128	-1.0185	0.378925	-1.46496e-16	1
0.8	0.52	0.381465	0.827701	0.381465	-0.827701	0.516176	-2.15086e-16	1
0.8	0.57	0.39793	0.673884	0.39793	-0.673884	0.621888	-8.92623e-17	1
0.8	0.62	0.411375	0.546799	0.411375	-0.546799	0.702787	-1.57974e-16	1
0.8	0.67	0.422451	-0.439305	0.422451	0.439305	0.764676	7.25943e-17	1
0.8	0.72	0.431655	0.345885	0.431655	-0.345885	0.812182	6.83482e-17	1
0.8	0.77	0.43937	-0.261556	0.43937	0.261556	0.848854	9.80931e-17	1
0.8	0.82	0.445889	-0.180076	0.445889	0.180076	0.877358	-6.32708e-17	1
0.8	0.87	0.451439	0.0841503	0.451439	-0.0841503	0.899683	3.08504e-17	1
0.8	0.92	0.411259	0	0.506046	0	0.917306	0	1
0.8	0.97	0.395224	0	0.536102	0	0.931326	0	1

0.9	0.02	2.86252e-20	-1.5708	1	-3.14159	1	-3.14159	1
0.9	0.07	2.60747e-06	3.14159	0.999981	3.14159	0.999984	3.14159	1
0.9	0.12	0.000555712	3.14159	0.994172	3.14159	0.994727	3.14159	1
0.9	0.17	0.00530353	3.14159	0.9373	3.14159	0.942604	3.14159	1
0.9	0.22	0.0209025	3.14159	0.773993	3.14159	0.794896	3.14159	1
0.9	0.27	0.0671768	3.14159	0.495093	3.14159	0.562269	3.14159	1
0.9	0.32	0.231177	2.26184	0.231177	-2.26184	0.294677	3.14159	1
0.9	0.37	0.272424	1.64013	0.272424	-1.64013	0.0377451	3.14159	1
0.9	0.42	0.306554	1.26585	0.306554	-1.26585	0.184081	-6.03116e-16	1
0.9	0.47	0.33457	-0.995436	0.33457	0.995436	0.364104	0	1
0.9	0.52	0.35755	-0.786245	0.35755	0.786245	0.505224	1.09874e-16	1
0.9	0.57	0.376461	0.617454	0.376461	-0.617454	0.613898	-9.0424e-17	1
0.9	0.62	0.392106	0.476154	0.392106	-0.476154	0.69698	7.96453e-17	1
0.9	0.67	0.405134	-0.352503	0.405134	0.352503	0.760446	1.45996e-16	1
0.9	0.72	0.416059	0.235828	0.416059	-0.235828	0.809085	-8.57622e-17	1
0.9	0.77	0.425283	0.0969841	0.425283	-0.0969841	0.84657	-8.19648e-18	1
0.9	0.82	0.373829	0	0.50183	0	0.875659	0	1
0.9	0.87	0.357961	0	0.540446	0	0.898407	0	1
0.9	0.92	0.351677	0	0.564662	0	0.916339	0	1
0.9	0.97	0.349409	0	0.581177	0	0.930587	0	1

1	0.02	1.92875e-22	1.5708	1	-3.14159	1	-3.14159	1
1	0.07	6.24882e-07	3.14159	0.999987	3.14159	0.999988	3.14159	1
1	0.12	0.000241457	3.14159	0.995017	3.14159	0.995258	3.14159	1
1	0.17	0.00294099	3.14159	0.94279	3.14159	0.945731	3.14159	1
1	0.22	0.0131821	3.14159	0.788457	3.14159	0.801639	3.14159	1
1	0.27	0.04454	3.14159	0.526764	3.14159	0.571304	3.14159	1
1	0.32	0.200789	2.42939	0.200789	-2.42939	0.303965	3.14159	1
1	0.37	0.242628	-1.66557	0.242628	1.66557	0.0459185	3.14159	1
1	0.42	0.27834	1.24624	0.27834	-1.24624	0.177519	-3.12705e-16	1
1	0.47	0.308397	0.949343	0.308397	-0.949343	0.359108	3.09162e-16	1
1	0.52	0.333553	-0.720016	0.333553	0.720016	0.501527	0	1
1	0.57	0.354599	0.531949	0.354599	-0.531949	0.6112	-4.54116e-17	1
1	0.62	0.372247	0.36662	0.372247	-0.36662	0.695019	1.19805e-16	1
1	0.67	0.38711	0.19848	0.38711	-0.19848	0.759019	1.82838e-17	1
1	0.72	0.345015	0	0.463026	0	0.808041	0	1
1	0.77	0.320816	0	0.524983	0	0.8458	0	1
1	0.82	0.313382	0	0.561705	0	0.875087	0	1
1	0.87	0.311575	0	0.586403	0	0.897978	0	1
1	0.92	0.312476	0	0.603538	0	0.916014	0	1
1	0.97	0.314847	0	0.615492	0	0.930338	0	1

1.1	0.02	1.29958e-24	-2.25246e-16	1	-3.14159	1	-3.14159	1
1.1	0.07	1.49754e-07	3.14159	0.999983	3.14159	0.999984	3.14159	1
1.1	0.12	0.000105007	3.14159	0.994622	3.14159	0.994727	3.14159	1
1.1	0.17	0.00164037	3.14159	0.940963	3.14159	0.942604	3.14159	1
1.1	0.22	0.00845333	3.14159	0.786443	3.14159	0.794896	3.14159	1
1.1	0.27	0.030949	3.14159	0.53132	3.14159	0.562269	3.14159	1
1.1	0.32	0.173706	2.58338	0.173706	-2.58338	0.294677	-3.14159	1
1.1	0.37	0.21516	1.65862	0.21516	-1.65862	0.0377451	-3.14159	1
1.1	0.42	0.251613	1.1963	0.251613	-1.1963	0.184081	0	1
1.1	0.47	0.283047	0.872144	0.283047	-0.872144	0.364104	-1.52459e-16	1
1.1	0.52	0.309888	-0.617769	0.309888	0.617769	0.505224	-5.49372e-17	1
1.1	0.57	0.332715	-0.396138	0.332715	0.396138	0.613898	-4.5212e-17	1
1.1	0.62	0.352123	-0.143769	0.352123	0.143769	0.69698	6.96896e-17	1
1.1	0.67	0.287143	0	0.473304	0	0.760446	0	1
1.1	0.72	0.273648	0	0.535437	0	0.809085	0	1
1.1	0.77	0.270898	0	0.575672	0	0.84657	0	1
1.1	0.82	0.272343	0	0.603316	0	0.875659	0	1
1.1	0.87	0.275828	0	0.622579	0	0.898407	0	1
1.1	0.92	0.280379	0	0.63596	0	0.916339	0	1
1.1	0.97	0.285484	0	0.645103	0	0.930587	0	1

1.2	0.02	8.75651e-27	2.79481e-16	1	-3.14159	1	-3.14159	1
1.2	0.07	3.58894e-08	3.14159	0.999965	3.14159	0.999965	3.14159	1
1.2	0.12	4.57247e-05	3.14159	0.992808	3.14159	0.992853	3.14159	1
1.2	0.17	0.000921455	3.14159	0.931475	3.14159	0.932397	3.14159	1
1.2	0.22	0.00551985	3.14159	0.768223	3.14159	0.773742	3.14159	1
1.2	0.27	0.0223984	3.14159	0.512206	3.14159	0.534604	3.14159	1
1.2	0.32	0.149831	2.66784	0.149831	-2.66784	0.266658	3.14159	1
1.2	0.37	0.190155	-1.6058	0.190155	1.6058	0.0133095	3.14159	1
1.2	0.42	0.226635	-1.10495	0.226635	1.10495	0.203598	1.36325e-16	1
1.2	0.47	0.258839	0.749588	0.258839	-0.749588	0.378925	2.19745e-16	1
1.2	0.52	0.286879	-0.451855	0.286879	0.451855	0.516176	0	1
1.2	0.57	0.311119	0.0335809	0.311119	-0.0335809	0.621888	4.18417e-17	1
1.2	0.62	0.236306	0	0.466481	0	0.702787	0	1
1.2	0.67	0.228485	0	0.536191	0	0.764676	0	1
1.2	0.72	0.229229	0	0.582953	0	0.812182	0	1
1.2	0.77	0.23338	0	0.615473	0	0.848854	0	1
1.2	0.82	0.239136	0	0.638222	0	0.877358	0	1
1.2	0.87	0.245668	0	0.654015	0	0.899683	0	1
1.2	0.92	0.25254	0	0.664765	0	0.917306	0	1
1.2	0.97	0.259506	0	0.67182	0	0.931326	0	1

1.3	0.02	5.90009e-29	1.5708	1	-3.14159	1	-3.14159	1
1.3	0.07	8.6015e-09	3.14159	0.999901	3.14159	0.999901	3.14159	1
1.3	0.12	1.9958e-05	3.14159	0.988575	3.14159	0.988595	3.14159	1
1.3	0.17	0.000523095	3.14159	0.911863	3.14159	0.912386	3.14159	1
1.3	0.22	0.00369016	3.14159	0.731668	3.14159	0.735359	3.14159	1
1.3	0.27	0.0169861	3.14159	0.469726	3.14159	0.486712	3.14159	1
1.3	0.32	0.128953	2.58914	0.128953	-2.58914	0.21954	3.14159	1
1.3	0.37	0.16761	1.48993	0.16761	-1.48993	0.0270785	-1.025e-15	1
1.3	0.42	0.203541	0.953773	0.203541	-0.953773	0.235542	1.17837e-16	1
1.3	0.47	0.235983	-0.547171	0.235983	0.547171	0.403059	6.88623e-17	1
1.3	0.52	0.232672	0	0.301299	0	0.53397	0	1
1.3	0.57	0.188479	0	0.446385	0	0.634864	0	1
1.3	0.62	0.184718	0	0.527506	0	0.712224	0	1
1.3	0.67	0.188322	0	0.583233	0	0.771556	0	1
1.3	0.72	0.194793	0	0.622433	0	0.817226	0	1
1.3	0.77	0.202548	0	0.650032	0	0.85258	0	1
1.3	0.82	0.210863	0	0.669271	0	0.880134	0	1
1.3	0.87	0.219355	0	0.682415	0	0.90177	0	1
1.3	0.92	0.22781	0	0.691079	0	0.918889	0	1
1.3	0.97	0.236101	0	0.696437	0	0.932539	0	1

1.4	0.02	3.97545e-31	3.14159	1	-3.14159	1	-3.14159	1
1.4	0.07	2.06184e-09	3.14159	0.999666	3.14159	0.999666	3.14159	1
1.4	0.12	8.75509e-06	3.14159	0.979407	3.14159	0.979416	3.14159	1
1.4	0.17	0.000302191	3.14159	0.87689	3.14159	0.877192	3.14159	1
1.4	0.22	0.00255376	3.14159	0.672406	3.14159	0.67496	3.14159	1
1.4	0.27	0.013755	3.14159	0.402523	3.14159	0.416278	3.14159	1
1.4	0.32	0.110802	2.33308	0.110802	-2.33308	0.153034	-3.14159	1
1.4	0.37	0.147434	-1.28643	0.147434	1.28643	0.082726	3.35512e-16	1
1.4	0.42	0.18237	-0.700001	0.18237	0.700001	0.278968	0	1
1.4	0.47	0.1805	0	0.255147	0	0.435648	0	1
1.4	0.52	0.143258	0	0.414674	0	0.557933	0	1
1.4	0.57	0.142773	0	0.509558	0	0.652331	0	1
1.4	0.62	0.148722	0	0.576216	0	0.724939	0	1
1.4	0.67	0.157102	0	0.623738	0	0.780841	0	1
1.4	0.72	0.166528	0	0.657519	0	0.824047	0	1
1.4	0.77	0.176362	0	0.681267	0	0.857629	0	1
1.4	0.82	0.186266	0	0.697639	0	0.883904	0	1
1.4	0.87	0.196046	0	0.708564	0	0.90461	0	1
1.4	0.92	0.20559	0	0.715458	0	0.921048	0	1
1.4	0.97	0.214829	0	0.719366	0	0.934195	0	1

1.5	0.02	2.67864e-33	3.45498e-16	1	3.14159	1	3.14159	1
1.5	0.07	4.94578e-10	3.14159	0.998746	3.14159	0.998746	3.14159	1
1.5	0.12	3.88415e-06	3.14159	0.959445	3.14159	0.959449	3.14159	1
1.5	0.17	0.000180074	3.14159	0.817355	3.14159	0.817535	3.14159	1
1.5	0.22	0.00186821	3.14159	0.584152	3.14159	0.58602	3.14159	1
1.5	0.27	0.0124342	3.14159	0.308521	3.14159	0.320955	3.14159	1
1.5	0.32	0.0950913	-1.93319	0.0950913	1.93319	0.0674231	3.14159	1
1.5	0.37	0.12948	0.941916	0.12948	-0.941916	0.15233	0	1
1.5	0.42	0.134104	0	0.198345	0	0.332449	0	1
1.5	0.47	0.101386	0	0.374096	0	0.475482	0	1
1.5	0.52	0.103663	0	0.48348	0	0.587143	0	1
1.5	0.57	0.111388	0	0.562237	0	0.673625	0	1
1.5	0.62	0.121155	0	0.61931	0	0.740465	0	1
1.5	0.67	0.131801	0	0.660406	0	0.792207	0	1
1.5	0.72	0.14278	0	0.689642	0	0.832421	0	1
1.5	0.77	0.15379	0	0.710057	0	0.863847	0	1
1.5	0.82	0.16465	0	0.72391	0	0.88856	0	1
1.5	0.87	0.175248	0	0.73288	0	0.908127	0	1
1.5	0.92	0.185515	0	0.738214	0	0.923729	0	1
1.5	0.97	0.195412	0	0.740844	0	0.936256	0	1

1.6	0.02	1.80485e-35	3.79025e-15	1	3.14159	1	3.14159	1
1.6	0.07	1.1898e-10	3.14159	0.994936	3.14159	0.994936	3.14159	1
1.6	0.12	1.76929e-06	3.14159	0.915389	3.14159	0.91539	3.14159	1
1.6	0.17	0.000113701	3.14159	0.718933	3.14159	0.719046	3.14159	1
1.6	0.22	0.00150744	3.14159	0.459887	3.14159	0.461394	3.14159	1
1.6	0.27	0.0143364	3.14159	0.185203	3.14159	0.199539	3.14159	1
1.6	0.32	0.0815356	1.3494	0.0815356	-1.3494	0.0358086	0	1
1.6	0.37	0.0892872	0	0.144462	0	0.233749	0	1
1.6	0.42	0.0643253	0	0.329705	0	0.394031	0	1
1.6	0.47	0.0688394	0	0.452187	0	0.521027	0	1
1.6	0.52	0.0775999	0	0.542876	0	0.620476	0	1
1.6	0.57	0.0880531	0	0.609896	0	0.697949	0	1
1.6	0.62	0.0993102	0	0.658937	0	0.758247	0	1
1.6	0.67	0.11092	0	0.69435	0	0.805269	0	1
1.6	0.72	0.122608	0	0.719473	0	0.842081	0	1
1.6	0.77	0.134196	0	0.73685	0	0.871046	0	1
1.6	0.82	0.145562	0	0.748409	0	0.893971	0	1
1.6	0.87	0.156626	0	0.755604	0	0.91223	0	1
1.6	0.92	0.167335	0	0.759531	0	0.926866	0	1
1.6	0.97	0.177656	0	0.76102	0	0.938676	0	1

1.7	0.02	1.2161e-37	-1.5708	1	-3.14159	1	-3.14159	1
1.7	0.07	2.89981e-11	3.14159	0.978315	3.14159	0.978315	3.14159	1
1.7	0.12	8.59626e-07	3.14159	0.818813	3.14159	0.818814	3.14159	1
1.7	0.17	8.06129e-05	3.14159	0.563133	3.14159	0.563214	3.14159	1
1.7	0.22	0.00149401	3.14159	0.29468	3.14159	0.296174	3.14159	1
1.7	0.27	0.0428526	2.24649	0.0428526	-2.24649	0.0536033	-3.14159	1
1.7	0.32	0.0450672	0	0.108313	0	0.15338	0	1
1.7	0.37	0.034194	0	0.289674	0	0.323868	0	1
1.7	0.42	0.0400508	0	0.421204	0	0.461254	0	1
1.7	0.47	0.0488369	0	0.521645	0	0.570482	0	1
1.7	0.52	0.0590696	0	0.597589	0	0.656658	0	1
1.7	0.57	0.0701542	0	0.654261	0	0.724415	0	1
1.7	0.62	0.0817285	0	0.695941	0	0.777669	0	1
1.7	0.67	0.0935355	0	0.726066	0	0.819601	0	1
1.7	0.72	0.105384	0	0.747346	0	0.85273	0	1
1.7	0.77	0.117132	0	0.761889	0	0.879021	0	1
1.7	0.82	0.128673	0	0.771319	0	0.899992	0	1
1.7	0.87	0.139932	0	0.776882	0	0.916814	0	1
1.7	0.92	0.150857	0	0.779529	0	0.930386	0	1
1.7	0.97	0.161413	0	0.779988	0	0.941401	0	1

1.8	0.02	8.19426e-40	1.5708	0.99997	3.14159	0.99997	3.14159	1
1.8	0.07	7.52e-12	3.14159	0.904086	3.14159	0.904086	3.14159	1
1.8	0.12	4.93927e-07	3.14159	0.619327	3.14159	0.619327	3.14159	1
1.8	0.17	7.52567e-05	3.14159	0.334982	3.14159	0.335057	3.14159	1
1.8	0.22	0.00312831	3.14159	0.0893569	3.14159	0.0924853	3.14159	1
1.8	0.27	0.0129554	0	0.0979821	0	0.110938	0	1
1.8	0.32	0.0134363	0	0.266493	0	0.279929	0	1
1.8	0.37	0.0190041	0	0.399664	0	0.418668	0	1
1.8	0.42	0.026533	0	0.504752	0	0.531285	0	1
1.8	0.47	0.0354716	0	0.586415	0	0.621887	0	1
1.8	0.52	0.0454645	0	0.648876	0	0.694341	0	1
1.8	0.57	0.0562138	0	0.695882	0	0.752096	0	1
1.8	0.62	0.0674637	0	0.730629	0	0.798093	0	1
1.8	0.67	0.0789983	0	0.755762	0	0.834761	0	1
1.8	0.72	0.0906412	0	0.77342	0	0.864061	0	1
1.8	0.77	0.102252	0	0.785303	0	0.887554	0	1
1.8	0.82	0.11372	0	0.79275	0	0.90647	0	1
1.8	0.87	0.124964	0	0.796807	0	0.921771	0	1
1.8	0.92	0.135925	0	0.798285	0	0.93421	0	1
1.8	0.97	0.146559	0	0.797815	0	0.944374	0	1

1.9	0.02	5.55752e-42	-3.14159	0.993443	3.14159	0.993443	3.14159	1
1.9	0.07	2.68655e-12	3.14159	0.606473	3.14159	0.606473	3.14159	1
1.9	0.12	4.96528e-07	3.14159	0.267749	3.14159	0.267749	3.14159	1
1.9	0.17	0.000346288	3.14159	0.0404269	3.14159	0.0407732	3.14159	1
1.9	0.22	0.00131863	0	0.134585	0	0.135904	0	1
1.9	0.27	0.00312963	0	0.280283	0	0.283413	0	1
1.9	0.32	0.00653172	0	0.401846	0	0.408378	0	1
1.9	0.37	0.011589	0	0.501989	0	0.513578	0	1
1.9	0.42	0.0182115	0	0.582932	0	0.601144	0	1
1.9	0.47	0.0261986	0	0.647068	0	0.673266	0	1
1.9	0.52	0.0353009	0	0.696893	0	0.732194	0	1
1.9	0.57	0.0452609	0	0.734823	0	0.780084	0	1
1.9	0.62	0.0558363	0	0.763055	0	0.818891	0	1
1.9	0.67	0.0668128	0	0.783498	0	0.85031	0	1
1.9	0.72	0.0780078	0	0.797758	0	0.875766	0	1
1.9	0.77	0.0892712	0	0.807157	0	0.896429	0	1
